mhd_file_path,mask_file_path,subset_id,series_id,total_images,origins,spacings,is_flip,ct_image_folder
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,274,"[-356.470001, -133.600006, -151.300003]","[1.25, 0.6152340173721313, 0.6152340173721313]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,197,"[-273.25, -220.0, -238.100006]","[1.25, 0.859375, 0.859375]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,246,"[-557.5, -75.1801815, -164.492922]","[1.0, 0.7421875, 0.7421875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,295,"[-656.0, -39.5, -161.5]","[1.0, 0.681640625, 0.681640625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,588,"[-336.0, -281.2431640625, -157.2431640625]","[0.5, 0.513671875, 0.513671875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,140,"[-380.809998, -205.0, -185.0]","[2.5, 0.7226560115814209, 0.7226560115814209]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,280,"[-924.699951, 41.0718307, -165.811651]","[1.0, 0.572265625, 0.572265625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,157,"[-312.934998, -154.399994, -146.600006]","[2.0, 0.6640620231628418, 0.6640620231628418]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,730,"[-472.0, -342.634765625, -191.634765625]","[0.5, 0.73046875, 0.73046875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,275,"[-679.800049, -59.0, -201.0]","[1.0, 0.78125, 0.78125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,125,"[-359.75, -169.100006, -176.899994]","[2.5, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,147,"[-397.25, -208.7, -202.7]","[2.5, 0.7421879768371582, 0.7421879768371582]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,245,"[-588.299988, -83.0, -201.0]","[1.0, 0.78125, 0.78125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,195,"[-364.7, -331.62890625, -208.62890625]","[1.7999999523162842, 0.7421875, 0.7421875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,129,"[-332.5, -178.5, -163.899994]","[2.5, 0.6972659826278687, 0.6972659826278687]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,133,"[-349.5, -250.0, -237.300003]","[2.5, 0.9765620231628418, 0.9765620231628418]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,194,"[-386.4, -323.6582, -158.6582]","[1.7999999523162842, 0.68359375, 0.68359375]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,276,"[-825.199951, 23.1456223, -141.840662]","[1.0, 0.6171875, 0.6171875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,250,"[-302.679993, -161.800003, -157.600006]","[1.25, 0.6542969942092896, 0.6542969942092896]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,280,"[-681.900024, -9.0, -152.0]","[1.0, 0.61328125, 0.61328125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,141,"[-361.0, -160.0, -136.100006]","[2.5, 0.625, 0.625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,209,"[-279.75, -177.5, -145.399994]","[1.25, 0.6933590173721313, 0.6933590173721313]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,255,"[-310.25, -177.399994, -153.5]","[1.25, 0.6542969942092896, 0.6542969942092896]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,183,"[-342.6, -286.66797, -169.66797]","[1.7999999523162842, 0.6640625, 0.6640625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,325,"[1539.0, -52.2845135, -160.5]","[1.0, 0.611328125, 0.611328125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,481,"[-271.059998, -122.0, -143.600006]","[0.625, 0.6054689884185791, 0.6054689884185791]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,221,"[-268.0, -159.0, -147.899994]","[1.25, 0.6210939884185791, 0.6210939884185791]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,297,"[-390.0, -233.0, -242.5]","[1.25, 0.9492189884185791, 0.9492189884185791]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,123,"[-323.230011, -137.199997, -146.5]","[2.5, 0.6171879768371582, 0.6171879768371582]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,280,"[-817.199951, -36.1953354, -166.439067]","[1.0, 0.7109375, 0.7109375]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,177,"[-342.8, -330.62890625, -174.62890625]","[1.7999999523162842, 0.7421875, 0.7421875]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,117,"[-310.5, -170.0, -177.5]","[2.5, 0.6640620231628418, 0.6640620231628418]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,139,"[-334.25, -190.2, -194.8]","[2.5, 0.78125, 0.78125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,471,"[-275.73999, -148.399994, -154.699997]","[0.625, 0.5859379768371582, 0.5859379768371582]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,477,"[-324.005005, -200.0, -194.800003]","[0.625, 0.78125, 0.78125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,250,"[-347.25, -174.399994, -145.300003]","[1.25, 0.5859379768371582, 0.5859379768371582]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,232,"[-304.25, -164.0, -214.699997]","[1.25, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,244,"[-340.859985, -107.400002, -118.900002]","[1.2499998807907104, 0.5253909826278687, 0.5253909826278687]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,369,"[-225.699997, -180.0, -180.0]","[0.625, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,300,"[1444.5, -101.614477, -210.612314]","[1.0, 0.744140625, 0.744140625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,290,"[-422.5, -28.0670528, -187.672935]","[1.0, 0.681640625, 0.681640625]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,127,"[-337.25, -180.0, -200.199997]","[2.5, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,127,"[-318.329987, -150.0, -155.0]","[2.5, 0.5859379768371582, 0.5859379768371582]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,151,"[-396.0, -220.0, -217.4]","[2.5, 0.859375, 0.859375]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,123,"[-349.5, -157.5, -180.0]","[2.5, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,129,"[-334.5, -242.0, -208.199997]","[2.5, 0.78125, 0.78125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991
../downloads/data/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.mhd,../downloads/seg-lungs-LUNA16/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.mhd,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,465,"[-279.095001, -196.600006, -188.800003]","[0.625, 0.703125, 0.703125]",False,../data/images/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490
