,0,1,2
116,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
117,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
118,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
119,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
120,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
121,1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
122,1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
123,1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
124,1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
125,1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
126,1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
127,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
128,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
129,1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
130,1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
131,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
132,1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
133,1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
134,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
135,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
136,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
137,1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
138,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
139,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
140,1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
141,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
142,1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775,1,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
143,1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
144,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
145,1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
146,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
147,1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
148,1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
149,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
150,1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
151,1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
152,1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
153,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
